Seal ID,Timestamp,Block Height,Custodian ID,Custodian Name,Passport ID,Hardware Enclave,FIPS Standard,PQC Signature Scheme,Certificate Serial,Merkle Leaf Hash,Legal Compliance Tag,Status
SEAL-00066-TC06,2026-09-01T09:32:02.813Z,849202,TC-06,พญ.ดร. รพิพร รัตนพิบูลย์,#EP-033,YubiKey 5C FIPS PIV-06,FIPS 140-2 Level 3 (PIV Slot 9A),FALCON-1024 (NIST Round 3),CERT-SOV-BIO-0006-2026-FIPS,0x909ab81400000042479844d8a14816bed34cdbb07528e18501da86fc4691763a,PDPA Sec 37 (Zero-Knowledge Vault),VERIFIED
SEAL-00067-TC07,2026-09-01T09:32:02.813Z,849202,TC-07,ดร. ธีรภัทร ชาญวณิชย์,#EP-048,Trezor Safe 5 PQC-07,Common Criteria EAL6+ Certified,CRYSTALS-Dilithium-5 (ML-DSA-87),CERT-SOV-WARP-0007-2026-EAL6,0x909ab81400000043479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 9 (General Electronic Signature),VERIFIED
SEAL-00068-TC08,2026-09-01T09:32:02.813Z,849202,TC-08,อ. เมธาวี อัครเดโช,#EP-059,Ledger Stax Enclave-08,Common Criteria EAL6+ Secure Chip,SPHINCS+ PQC (State-Free Hash),CERT-SOV-EVD-0008-2026-EAL6,0x909ab81400000044479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 28 (Audit Ledger Safe Harbor),VERIFIED
SEAL-00069-TC09,2026-09-01T09:32:02.813Z,849202,TC-09,ดร. ชวินทร์ โรจนทรัพย์,#EP-077,NitroKey HSM-PQC-09,FIPS 140-3 Level 3 Hardware,CRYSTALS-Dilithium-5 (ML-DSA-87),CERT-SOV-CHAOS-0009-2026-FIPS,0x909ab81400000045479844d8a14816bed34cdbb07528e18501da86fc4691763a,NCSA Sec 35 (Resilience Attestation),VERIFIED
SEAL-00070-TC10,2026-09-01T09:32:02.813Z,849202,TC-10,ดร. อภิชญา ทักษิณากุล,#EP-100,Custom Hardware HSM-10,Hardware Security Module Level 3,FALCON-1024 (NIST Round 3),CERT-SOV-KNOW-0010-2026-LEVEL3,0x909ab81400000046479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 9 (Knowledge Binding),VERIFIED
SEAL-00071-TC01,2026-09-01T09:32:02.813Z,849202,TC-01,นายยุทธภูมิ พากเพียร,#EP-SOVEREIGN-01,NitroKey HSM-PQC-01,FIPS 140-3 Level 4 Secure Element,CRYSTALS-Dilithium-5 (ML-DSA-87),CERT-SOV-OMEGA-0001-2026-ROOT,0x909ab81400000047479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 28 (Sovereign Root CA),VERIFIED
SEAL-00072-TC02,2026-09-01T09:32:02.813Z,849202,TC-02,พล. สมชาย พากเพียร,#EP-001,YubiKey 5C FIPS (Dual-Channel SE),FIPS 140-2 Overall Level 3,FALCON-1024 (NIST Round 3),CERT-SOV-CIV-0002-2026-FIPS,0x909ab81400000048479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 26 (Advanced Secure Signature),VERIFIED
SEAL-00073-TC03,2026-09-01T09:32:02.813Z,849202,TC-03,ดร. กัญญารัตน์ เวชสิทธิ์,#EP-007,Trezor Safe 5 PQC Enclave,Common Criteria EAL6+ Certified,Dilithium-5 / Kyber-1024,CERT-SOV-PQC-0003-2026-EAL6,0x909ab81400000049479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 26 (PQC Enclave),VERIFIED
SEAL-00074-TC04,2026-09-01T09:32:02.813Z,849202,TC-04,วศ. ธนพล เกียรติไพศาล,#EP-014,Ledger Flex Secure Enclave,Common Criteria EAL6+ Certified,SPHINCS+ PQC (State-Free Hash),CERT-SOV-SRE-0004-2026-CC,0x909ab8140000004a479844d8a14816bed34cdbb07528e18501da86fc4691763a,NCSA Sec 35 (Immutable Audit Trail),VERIFIED
SEAL-00075-TC05,2026-09-01T09:32:02.813Z,849202,TC-05,ศ.ดร. นครินทร์ สุวรรณเมฆา,#EP-022,NitroKey HSM-PQC-05 (Hardened),FIPS 140-3 Level 3 Hardware,CRYSTALS-Dilithium-5 (ML-DSA-87),CERT-SOV-MESH-0005-2026-FIPS,0x909ab8140000004b479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 26 (Mesh Consensus),VERIFIED
SEAL-00076-TC06,2026-09-01T09:32:02.813Z,849202,TC-06,พญ.ดร. รพิพร รัตนพิบูลย์,#EP-033,YubiKey 5C FIPS PIV-06,FIPS 140-2 Level 3 (PIV Slot 9A),FALCON-1024 (NIST Round 3),CERT-SOV-BIO-0006-2026-FIPS,0x909ab8140000004c479844d8a14816bed34cdbb07528e18501da86fc4691763a,PDPA Sec 37 (Zero-Knowledge Vault),VERIFIED
SEAL-00077-TC07,2026-09-01T09:32:02.813Z,849202,TC-07,ดร. ธีรภัทร ชาญวณิชย์,#EP-048,Trezor Safe 5 PQC-07,Common Criteria EAL6+ Certified,CRYSTALS-Dilithium-5 (ML-DSA-87),CERT-SOV-WARP-0007-2026-EAL6,0x909ab8140000004d479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 9 (General Electronic Signature),VERIFIED
SEAL-00078-TC08,2026-09-01T09:32:02.813Z,849202,TC-08,อ. เมธาวี อัครเดโช,#EP-059,Ledger Stax Enclave-08,Common Criteria EAL6+ Secure Chip,SPHINCS+ PQC (State-Free Hash),CERT-SOV-EVD-0008-2026-EAL6,0x909ab8140000004e479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 28 (Audit Ledger Safe Harbor),VERIFIED
SEAL-00079-TC09,2026-09-01T09:32:02.813Z,849202,TC-09,ดร. ชวินทร์ โรจนทรัพย์,#EP-077,NitroKey HSM-PQC-09,FIPS 140-3 Level 3 Hardware,CRYSTALS-Dilithium-5 (ML-DSA-87),CERT-SOV-CHAOS-0009-2026-FIPS,0x909ab8140000004f479844d8a14816bed34cdbb07528e18501da86fc4691763a,NCSA Sec 35 (Resilience Attestation),VERIFIED
SEAL-00080-TC10,2026-09-01T09:32:02.813Z,849202,TC-10,ดร. อภิชญา ทักษิณากุล,#EP-100,Custom Hardware HSM-10,Hardware Security Module Level 3,FALCON-1024 (NIST Round 3),CERT-SOV-KNOW-0010-2026-LEVEL3,0x909ab81400000050479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 9 (Knowledge Binding),VERIFIED
SEAL-00081-TC01,2026-09-01T09:32:02.813Z,849202,TC-01,นายยุทธภูมิ พากเพียร,#EP-SOVEREIGN-01,NitroKey HSM-PQC-01,FIPS 140-3 Level 4 Secure Element,CRYSTALS-Dilithium-5 (ML-DSA-87),CERT-SOV-OMEGA-0001-2026-ROOT,0x909ab81400000051479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 28 (Sovereign Root CA),VERIFIED
SEAL-00082-TC02,2026-09-01T09:32:02.813Z,849202,TC-02,พล. สมชาย พากเพียร,#EP-001,YubiKey 5C FIPS (Dual-Channel SE),FIPS 140-2 Overall Level 3,FALCON-1024 (NIST Round 3),CERT-SOV-CIV-0002-2026-FIPS,0x909ab81400000052479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 26 (Advanced Secure Signature),VERIFIED
SEAL-00083-TC03,2026-09-01T09:32:02.813Z,849202,TC-03,ดร. กัญญารัตน์ เวชสิทธิ์,#EP-007,Trezor Safe 5 PQC Enclave,Common Criteria EAL6+ Certified,Dilithium-5 / Kyber-1024,CERT-SOV-PQC-0003-2026-EAL6,0x909ab81400000053479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 26 (PQC Enclave),VERIFIED
SEAL-00084-TC04,2026-09-01T09:32:02.813Z,849202,TC-04,วศ. ธนพล เกียรติไพศาล,#EP-014,Ledger Flex Secure Enclave,Common Criteria EAL6+ Certified,SPHINCS+ PQC (State-Free Hash),CERT-SOV-SRE-0004-2026-CC,0x909ab81400000054479844d8a14816bed34cdbb07528e18501da86fc4691763a,NCSA Sec 35 (Immutable Audit Trail),VERIFIED
SEAL-00085-TC05,2026-09-01T09:32:02.813Z,849202,TC-05,ศ.ดร. นครินทร์ สุวรรณเมฆา,#EP-022,NitroKey HSM-PQC-05 (Hardened),FIPS 140-3 Level 3 Hardware,CRYSTALS-Dilithium-5 (ML-DSA-87),CERT-SOV-MESH-0005-2026-FIPS,0x909ab81400000055479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 26 (Mesh Consensus),VERIFIED
SEAL-00086-TC06,2026-09-01T09:32:02.813Z,849202,TC-06,พญ.ดร. รพิพร รัตนพิบูลย์,#EP-033,YubiKey 5C FIPS PIV-06,FIPS 140-2 Level 3 (PIV Slot 9A),FALCON-1024 (NIST Round 3),CERT-SOV-BIO-0006-2026-FIPS,0x909ab81400000056479844d8a14816bed34cdbb07528e18501da86fc4691763a,PDPA Sec 37 (Zero-Knowledge Vault),VERIFIED
SEAL-00087-TC07,2026-09-01T09:32:02.813Z,849202,TC-07,ดร. ธีรภัทร ชาญวณิชย์,#EP-048,Trezor Safe 5 PQC-07,Common Criteria EAL6+ Certified,CRYSTALS-Dilithium-5 (ML-DSA-87),CERT-SOV-WARP-0007-2026-EAL6,0x909ab81400000057479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 9 (General Electronic Signature),VERIFIED
SEAL-00088-TC08,2026-09-01T09:32:02.813Z,849202,TC-08,อ. เมธาวี อัครเดโช,#EP-059,Ledger Stax Enclave-08,Common Criteria EAL6+ Secure Chip,SPHINCS+ PQC (State-Free Hash),CERT-SOV-EVD-0008-2026-EAL6,0x909ab81400000058479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 28 (Audit Ledger Safe Harbor),VERIFIED
SEAL-00089-TC09,2026-09-01T09:32:02.813Z,849202,TC-09,ดร. ชวินทร์ โรจนทรัพย์,#EP-077,NitroKey HSM-PQC-09,FIPS 140-3 Level 3 Hardware,CRYSTALS-Dilithium-5 (ML-DSA-87),CERT-SOV-CHAOS-0009-2026-FIPS,0x909ab81400000059479844d8a14816bed34cdbb07528e18501da86fc4691763a,NCSA Sec 35 (Resilience Attestation),VERIFIED
SEAL-00090-TC10,2026-09-01T09:32:02.813Z,849202,TC-10,ดร. อภิชญา ทักษิณากุล,#EP-100,Custom Hardware HSM-10,Hardware Security Module Level 3,FALCON-1024 (NIST Round 3),CERT-SOV-KNOW-0010-2026-LEVEL3,0x909ab8140000005a479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 9 (Knowledge Binding),VERIFIED
SEAL-00091-TC01,2026-09-01T09:32:02.813Z,849202,TC-01,นายยุทธภูมิ พากเพียร,#EP-SOVEREIGN-01,NitroKey HSM-PQC-01,FIPS 140-3 Level 4 Secure Element,CRYSTALS-Dilithium-5 (ML-DSA-87),CERT-SOV-OMEGA-0001-2026-ROOT,0x909ab8140000005b479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 28 (Sovereign Root CA),VERIFIED
SEAL-00092-TC02,2026-09-01T09:32:02.813Z,849202,TC-02,พล. สมชาย พากเพียร,#EP-001,YubiKey 5C FIPS (Dual-Channel SE),FIPS 140-2 Overall Level 3,FALCON-1024 (NIST Round 3),CERT-SOV-CIV-0002-2026-FIPS,0x909ab8140000005c479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 26 (Advanced Secure Signature),VERIFIED
SEAL-00093-TC03,2026-09-01T09:32:02.813Z,849202,TC-03,ดร. กัญญารัตน์ เวชสิทธิ์,#EP-007,Trezor Safe 5 PQC Enclave,Common Criteria EAL6+ Certified,Dilithium-5 / Kyber-1024,CERT-SOV-PQC-0003-2026-EAL6,0x909ab8140000005d479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 26 (PQC Enclave),VERIFIED
SEAL-00094-TC04,2026-09-01T09:32:02.813Z,849202,TC-04,วศ. ธนพล เกียรติไพศาล,#EP-014,Ledger Flex Secure Enclave,Common Criteria EAL6+ Certified,SPHINCS+ PQC (State-Free Hash),CERT-SOV-SRE-0004-2026-CC,0x909ab8140000005e479844d8a14816bed34cdbb07528e18501da86fc4691763a,NCSA Sec 35 (Immutable Audit Trail),VERIFIED
SEAL-00095-TC05,2026-09-01T09:32:02.813Z,849202,TC-05,ศ.ดร. นครินทร์ สุวรรณเมฆา,#EP-022,NitroKey HSM-PQC-05 (Hardened),FIPS 140-3 Level 3 Hardware,CRYSTALS-Dilithium-5 (ML-DSA-87),CERT-SOV-MESH-0005-2026-FIPS,0x909ab8140000005f479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 26 (Mesh Consensus),VERIFIED
SEAL-00096-TC06,2026-09-01T09:32:02.813Z,849202,TC-06,พญ.ดร. รพิพร รัตนพิบูลย์,#EP-033,YubiKey 5C FIPS PIV-06,FIPS 140-2 Level 3 (PIV Slot 9A),FALCON-1024 (NIST Round 3),CERT-SOV-BIO-0006-2026-FIPS,0x909ab81400000060479844d8a14816bed34cdbb07528e18501da86fc4691763a,PDPA Sec 37 (Zero-Knowledge Vault),VERIFIED
SEAL-00097-TC07,2026-09-01T09:32:02.813Z,849202,TC-07,ดร. ธีรภัทร ชาญวณิชย์,#EP-048,Trezor Safe 5 PQC-07,Common Criteria EAL6+ Certified,CRYSTALS-Dilithium-5 (ML-DSA-87),CERT-SOV-WARP-0007-2026-EAL6,0x909ab81400000061479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 9 (General Electronic Signature),VERIFIED
SEAL-00098-TC08,2026-09-01T09:32:02.813Z,849202,TC-08,อ. เมธาวี อัครเดโช,#EP-059,Ledger Stax Enclave-08,Common Criteria EAL6+ Secure Chip,SPHINCS+ PQC (State-Free Hash),CERT-SOV-EVD-0008-2026-EAL6,0x909ab81400000062479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 28 (Audit Ledger Safe Harbor),VERIFIED
SEAL-00099-TC09,2026-09-01T09:32:02.813Z,849202,TC-09,ดร. ชวินทร์ โรจนทรัพย์,#EP-077,NitroKey HSM-PQC-09,FIPS 140-3 Level 3 Hardware,CRYSTALS-Dilithium-5 (ML-DSA-87),CERT-SOV-CHAOS-0009-2026-FIPS,0x909ab81400000063479844d8a14816bed34cdbb07528e18501da86fc4691763a,NCSA Sec 35 (Resilience Attestation),VERIFIED
SEAL-00100-TC10,2026-09-01T09:32:02.813Z,849202,TC-10,ดร. อภิชญา ทักษิณากุล,#EP-100,Custom Hardware HSM-10,Hardware Security Module Level 3,FALCON-1024 (NIST Round 3),CERT-SOV-KNOW-0010-2026-LEVEL3,0x909ab81400000064479844d8a14816bed34cdbb07528e18501da86fc4691763a,ETDA Sec 9 (Knowledge Binding),VERIFIED
